"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Colombia","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Colombia","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Colombia","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Colombia","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Colombia","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Colombia","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Colombia","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Colombia","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Colombia","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Colombia","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Colombia","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Colombia","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Colombia","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Colombia","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Colombia","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Colombia","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Colombia","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Colombia","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Colombia","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Colombia","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Colombia","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Colombia","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Congo","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Congo","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Congo","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Congo","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Congo","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Congo","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.27",""
"Congo","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Congo","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.31",""
"Congo","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Congo","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.36",""
"Congo","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.39",""
"Congo","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.44",""
"Congo","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.49",""
"Congo","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.53",""
"Congo","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.54",""
"Congo","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.62",""
"Congo","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.66",""
"Congo","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.71",""
"Congo","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.76",""
"Congo","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.82",""
"Congo","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.81",""
"Congo","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.84",""
"Congo","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.81",""
"Congo","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Congo","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Congo","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Congo","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Congo","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Congo","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.23",""
"Congo","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Congo","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.27",""
"Congo","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.3",""
"Congo","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Congo","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Congo","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.39",""
"Congo","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.44",""
"Congo","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.47",""
"Congo","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.49",""
"Congo","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.56",""
"Congo","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.59",""
"Congo","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.63",""
"Congo","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.67",""
"Congo","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.71",""
"Congo","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.71",""
"Congo","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.74",""
"Congo","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.72",""
"Congo","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Congo","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.23",""
"Congo","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Congo","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Congo","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Congo","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.31",""
"Congo","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.33",""
"Congo","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.35",""
"Congo","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.38",""
"Congo","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.4",""
"Congo","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.43",""
"Congo","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.49",""
"Congo","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.56",""
"Congo","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.61",""
"Congo","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.62",""
"Congo","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.73",""
"Congo","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.77",""
"Congo","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.82",""
"Congo","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.88",""
"Congo","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.94",""
"Congo","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.93",""
"Congo","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.96",""
"Congo","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.93",""
"Côte d'Ivoire","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Côte d'Ivoire","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.31",""
"Côte d'Ivoire","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Côte d'Ivoire","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Côte d'Ivoire","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Côte d'Ivoire","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Côte d'Ivoire","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.22",""
"Côte d'Ivoire","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Côte d'Ivoire","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Côte d'Ivoire","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.36",""
"Côte d'Ivoire","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.46",""
"Côte d'Ivoire","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.57",""
"Côte d'Ivoire","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.71",""
"Côte d'Ivoire","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.85",""
"Côte d'Ivoire","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.97",""
"Côte d'Ivoire","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","1.12",""
"Côte d'Ivoire","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","1.15",""
"Côte d'Ivoire","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","1.12",""
"Côte d'Ivoire","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","1.01",""
"Côte d'Ivoire","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.91",""
"Côte d'Ivoire","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.78",""
"Côte d'Ivoire","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.66",""
"Côte d'Ivoire","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.56",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.22",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.23",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.37",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.47",""
"Côte d'Ivoire","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.6",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.72",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.85",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.98",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","1.02",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.95",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.84",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.74",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.62",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.53",""
"Côte d'Ivoire","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.45",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.44",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.37",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.45",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.57",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.69",""
"Côte d'Ivoire","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.84",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.98",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","1.11",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","1.26",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","1.31",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","1.3",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","1.23",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","1.17",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","1.03",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.92",""
"Côte d'Ivoire","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.78",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Democratic Republic of the Congo","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Democratic Republic of the Congo","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Djibouti","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Djibouti","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Djibouti","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Djibouti","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Djibouti","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Djibouti","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Djibouti","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Djibouti","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Djibouti","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Djibouti","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.3",""
"Djibouti","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.35",""
"Djibouti","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.42",""
"Djibouti","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.43",""
"Djibouti","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.46",""
"Djibouti","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.43",""
"Djibouti","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.38",""
"Djibouti","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Djibouti","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Djibouti","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.19",""
